aum_savings,aum_inheritance,aum_real_estate_value,number_of_children,summary_type,age,inheritance_age,secondary_school_graduation_age,number_of_universities,earliest_university_graduation_age,latest_university_graduation_age,total_years_of_employment,total_gap_years,num_jobs,num_jobs_squared,longest_job_duration,longest_job_duration_sin,longest_job_duration_cos,shortest_job_duration,maximum_salary,minimum_salary,average_salary,most_recent_job_end_age,most_recent_job_start_age,total_property_count,total_property_value,num_property_types,max_property_value,min_property_value,marital_status_divorced,marital_status_married,marital_status_single,marital_status_widowed,inheritance_details_profession_,inheritance_details_profession_Corporate Lawyer,inheritance_details_profession_Hedge Fund Manager,inheritance_details_profession_Investment Banker,inheritance_details_profession_Neurosurgeon,inheritance_details_profession_Oil and Gas Executive,inheritance_details_profession_Private Equity Manager,inheritance_details_profession_Real Estate Developer,inheritance_details_profession_Stock Trader,inheritance_details_profession_Tech Entrepreneur,inheritance_details_profession_Venture Capitalist,inheritance_details_relationship_,inheritance_details_relationship_father,inheritance_details_relationship_grandfather,inheritance_details_relationship_grandmother,inheritance_details_relationship_mother,investment_risk_profile_,investment_risk_profile_Considerable,investment_risk_profile_High,investment_risk_profile_Low,investment_risk_profile_Moderate,investment_horizon_Long-Term,investment_horizon_Medium,investment_horizon_Short,investment_experience_Experienced,investment_experience_Expert,investment_experience_Inexperienced,type_of_mandate_Advisory,type_of_mandate_Discretionary,currency_CHF,currency_DKK,currency_EUR,Spain,Denmark,Germany,Italy,Netherlands,France,Finland,Switzerland,Belgium,Austria
1340000,0,5190000,0,0,63,,20,1,25.0,25.0,32,4,5,25,20,-0.34202014332566866,-0.9396926207859084,1,803000,31000,12.32474861573515,61.0,41.0,2,15.46224444782028,2,3600000,1590000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
350000,2180000,1130000,1,1,46,35.0,20,1,23.0,23.0,20,2,2,4,17,0.17364817766693028,-0.984807753012208,3,214000,33000,11.724004532183379,47.0,30.0,1,13.937729075643883,1,1130000,1130000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
120000,3640000,3210000,0,9,34,26.0,18,1,24.0,24.0,9,2,2,4,6,0.8660254037844386,0.5000000000000001,3,100000,57000,11.270866642542865,35.0,29.0,1,14.98178180663263,1,3210000,3210000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
620000,640000,5450000,0,1,43,33.0,17,1,22.0,22.0,18,2,3,9,13,0.766044443118978,-0.6427876096865394,1,403000,62000,12.14774236885652,43.0,30.0,2,15.511126350125648,1,2980000,2470000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
880000,0,3270000,3,4,66,,17,1,22.0,22.0,32,4,3,9,28,-0.9848077530122081,0.17364817766692997,1,432000,30000,12.049424683420915,60.0,32.0,3,15.000300848683787,2,1430000,900000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
2260000,570000,2490000,0,9,58,46.0,20,1,25.0,25.0,34,0,4,16,27,-1.0,-1.8369701987210297e-16,1,1243000,45000,12.787592492662869,59.0,32.0,2,14.727793670047236,2,1550000,940000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,2650000,0,0,7,21,17.0,19,0,,,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
30000,950000,2550000,1,0,30,22.0,20,1,23.0,23.0,6,0,1,1,6,0.8660254037844386,0.5000000000000001,6,32000,32000,10.373522431293592,31.0,25.0,1,14.751604309291395,1,2550000,2550000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
980000,0,2395000,1,3,70,,18,1,24.0,24.0,34,3,3,9,28,-0.9848077530122081,0.17364817766692997,2,518000,43000,12.235636302128867,61.0,33.0,3,14.6888942063636,2,870000,695000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
450000,23600000,3142000,0,1,30,24.0,19,1,22.0,22.0,6,1,2,4,5,0.766044443118978,0.6427876096865394,1,492000,284000,12.868763195921677,30.0,25.0,3,14.960370416066272,2,1280000,840000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1680000,4440000,3000000,2,3,47,,18,1,25.0,25.0,20,3,4,16,17,0.17364817766693028,-0.984807753012208,1,1215000,57000,12.82530683492637,48.0,31.0,1,14.914123179965662,1,3000000,3000000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1450000,1460000,3610000,0,1,58,48.0,19,1,22.0,22.0,31,3,5,25,18,1.2246467991473532e-16,-1.0,1,874000,50000,12.388398368982115,58.0,40.0,2,15.099218607317335,2,2070000,1540000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
500000,1070000,4611000,0,0,48,36.0,18,1,24.0,24.0,24,1,3,9,18,1.2246467991473532e-16,-1.0,2,301000,32000,11.738740112395496,49.0,31.0,3,15.343955528061516,3,1830000,1278000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
510000,0,3810000,0,8,46,,18,1,23.0,23.0,19,3,3,9,15,0.5000000000000003,-0.8660254037844385,1,311000,47000,11.842236406331555,47.0,32.0,3,15.153140009570041,2,1549000,1051000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
490000,0,660000,2,3,70,,18,2,23.0,29.0,35,1,2,4,33,-0.49999999999999967,0.8660254037844388,2,258000,25000,11.860062063178267,61.0,28.0,1,13.399996629152975,1,660000,660000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
230000,1080000,2784000,1,2,47,33.0,17,1,22.0,22.0,24,0,2,4,22,-0.6427876096865389,-0.7660444431189783,2,146000,27000,11.367911253546788,47.0,25.0,3,14.839399659631786,2,1414000,630000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
30000,830000,2118000,0,4,30,22.0,20,1,24.0,24.0,6,1,2,4,4,0.6427876096865393,0.766044443118978,2,52000,32000,10.645448706505872,31.0,29.0,2,14.56598327728691,2,1328000,790000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,2490000,0,0,7,21,15.0,17,0,,,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
690000,200000,730000,0,2,50,37.0,18,1,25.0,25.0,24,3,3,9,22,-0.6427876096865389,-0.7660444431189783,1,443000,39000,12.109934289549278,51.0,29.0,1,13.500801182986649,1,730000,730000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
230000,7980000,0,0,4,29,25.0,19,1,25.0,25.0,4,1,2,4,3,0.49999999999999994,0.8660254037844387,1,429000,270000,12.764261701882237,30.0,27.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
530000,0,3122000,1,0,69,,20,2,24.0,29.0,35,1,2,4,34,-0.3420201433256686,0.9396926207859084,1,266000,29000,11.901590234400047,61.0,27.0,3,14.953984700364959,3,1330000,712000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
500000,1530000,0,3,2,47,30.0,19,2,23.0,28.0,23,0,3,9,16,0.3420201433256689,-0.9396926207859083,2,281000,43000,11.793086827647729,48.0,32.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8920000,0,5080000,3,0,69,,20,1,25.0,25.0,31,5,4,16,22,-0.6427876096865389,-0.7660444431189783,1,5489000,254000,14.327586000381453,61.0,39.0,3,15.44082201640504,2,2145000,1096000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
410000,2520000,960000,0,3,44,33.0,20,2,25.0,29.0,19,2,3,9,16,0.3420201433256689,-0.9396926207859083,1,287000,41000,11.762394116779245,45.0,29.0,1,13.774689605110144,1,960000,960000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
160000,0,3320000,3,8,37,,19,2,24.0,28.0,11,2,3,9,5,0.766044443118978,0.6427876096865394,2,150000,40000,11.346489068286436,37.0,32.0,3,15.015475642097446,1,1270000,990000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
980000,0,2960000,1,4,65,,17,1,24.0,24.0,34,2,3,9,30,-0.866025403784439,0.49999999999999933,1,475000,35000,12.135297830181022,60.0,30.0,3,14.900700164138025,3,1070000,870000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
30000,440000,890000,1,3,31,26.0,19,1,25.0,25.0,8,0,1,1,8,0.984807753012208,0.17364817766693041,8,34000,34000,10.434145214930487,32.0,24.0,1,13.698977865303197,1,890000,890000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1590000,0,0,0,2,57,,18,1,23.0,23.0,32,2,5,25,21,-0.5000000000000001,-0.8660254037844386,1,912000,28000,12.32474861573515,58.0,37.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1440000,0,2550000,0,0,62,,19,1,25.0,25.0,32,5,4,16,25,-0.9396926207859084,-0.34202014332566855,2,882000,36000,12.479913113434042,61.0,36.0,3,14.751604309291395,2,910000,740000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1260000,0,4294000,2,9,70,,20,1,23.0,23.0,36,1,3,9,31,-0.7660444431189781,0.6427876096865393,2,725000,39000,12.526951312900668,61.0,30.0,3,15.272729490303929,2,1708000,1136000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
360000,750000,2840000,0,8,49,32.0,20,1,23.0,23.0,24,2,2,4,19,-0.17364817766693003,-0.9848077530122081,5,229000,41000,11.813037464800539,50.0,31.0,2,14.859314962250004,1,1593000,1247000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
330000,760000,1060000,0,2,44,25.0,20,1,24.0,24.0,20,1,2,4,17,0.17364817766693028,-0.984807753012208,3,215000,40000,11.755879486687116,45.0,28.0,1,13.87378040948403,1,1060000,1060000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1480000,0,2354000,3,4,65,,18,2,24.0,29.0,33,4,4,16,24,-0.8660254037844385,-0.5000000000000004,2,778000,37000,12.432215693852122,61.0,37.0,2,14.671626991611104,2,1244000,1110000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
420000,3290000,5540000,2,2,48,30.0,20,2,24.0,29.0,19,6,5,25,9,1.0,6.123233995736766e-17,1,265000,40000,11.7085004721646,49.0,40.0,3,15.527505239228866,3,2470000,1200000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
590000,1050000,4361000,1,9,60,43.0,20,1,25.0,25.0,36,1,2,4,34,-0.3420201433256686,0.9396926207859084,2,330000,35000,12.114510931441727,61.0,27.0,3,15.288212176130083,3,1911000,990000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
330000,2730000,1255000,3,3,51,36.0,18,1,22.0,22.0,24,4,3,9,16,0.3420201433256689,-0.9396926207859083,3,181000,29000,11.350418300109132,51.0,35.0,2,14.042646927360453,1,630000,625000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
550000,4610000,6590000,0,4,35,27.0,18,1,22.0,22.0,12,0,2,4,8,0.984807753012208,0.17364817766693041,4,430000,243000,12.726356399830706,35.0,27.0,3,15.701064058223746,2,2800000,1040000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
40000,1100000,3120000,0,3,33,24.0,19,1,25.0,25.0,8,0,1,1,8,0.984807753012208,0.17364817766693041,8,47000,47000,10.757924157061597,32.0,24.0,2,14.953343880298434,2,2170000,950000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10000,2210000,0,0,9,28,20.0,18,1,24.0,24.0,2,2,2,4,2,0.3420201433256687,0.9396926207859084,0,50000,36000,10.668978650219241,29.0,29.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20000,1160000,0,0,4,27,21.0,18,1,23.0,23.0,3,0,1,1,3,0.49999999999999994,0.8660254037844387,3,43000,43000,10.668978650219241,27.0,24.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0,2470000,0,0,5,22,13.0,19,0,,,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
400000,5860000,2109000,3,1,45,29.0,18,1,24.0,24.0,20,1,3,9,15,0.5000000000000003,-0.8660254037844385,2,274000,35000,11.700795489398276,45.0,30.0,2,14.561724933619168,2,1190000,919000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
170000,980000,2509000,0,0,40,34.0,19,1,23.0,23.0,14,3,3,9,5,0.766044443118978,0.6427876096865394,4,142000,45000,11.293952371859985,41.0,36.0,2,14.735395223913645,2,1549000,960000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
10000,2430000,0,0,0,25,17.0,19,1,23.0,23.0,2,0,1,1,2,0.3420201433256687,0.9396926207859084,2,33000,33000,10.404293143019792,25.0,23.0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
360000,1080000,2140000,3,8,44,35.0,18,1,23.0,23.0,16,4,3,9,12,0.8660254037844387,-0.4999999999999998,1,261000,35000,11.658476415756656,45.0,33.0,1,14.576316854287645,1,2140000,2140000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
30000,1150000,1060000,2,9,31,26.0,20,1,23.0,23.0,7,0,1,1,7,0.9396926207859083,0.3420201433256688,7,38000,38000,10.545367754151743,32.0,25.0,1,13.87378040948403,1,1060000,1060000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
290000,6030000,3580000,3,4,45,27.0,18,1,23.0,23.0,20,1,2,4,18,1.2246467991473532e-16,-1.0,2,208000,44000,11.744045122410057,46.0,28.0,2,15.090873637706453,2,2520000,1060000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
140000,1740000,920000,2,4,36,28.0,19,1,22.0,22.0,12,0,3,9,7,0.9396926207859083,0.3420201433256688,2,139000,31000,11.211833885608513,36.0,29.0,1,13.732130035981154,1,920000,920000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1580000,0,0,7,24,19.0,18,1,24.0,24.0,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
150000,870000,3420000,3,3,42,26.0,18,1,25.0,25.0,18,0,2,4,15,0.5000000000000003,-0.8660254037844385,3,29000,0,9.581972891547895,43.0,28.0,1,15.045151401436407,1,3420000,3420000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
80000,690000,3639000,0,9,35,26.0,19,1,24.0,24.0,12,0,2,4,9,1.0,6.123233995736766e-17,3,65000,39000,10.859018228147887,35.0,26.0,3,15.107219751395029,3,1860000,770000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
30000,4360000,1310000,1,9,30,24.0,19,1,24.0,24.0,4,0,1,1,4,0.6427876096865393,0.766044443118978,4,43000,43000,10.668978650219241,29.0,25.0,1,14.085538458535822,1,1310000,1310000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
90000,580000,680000,2,1,38,34.0,18,1,23.0,23.0,14,1,2,4,10,0.984807753012208,-0.1736481776669303,4,69000,36000,10.868587496017359,39.0,29.0,1,13.429849547739444,1,680000,680000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
610000,110000,3090000,1,9,51,36.0,18,1,25.0,25.0,22,5,5,25,12,0.8660254037844387,-0.4999999999999998,1,446000,33000,11.930325731537252,52.0,40.0,3,14.94368197249847,2,1130000,910000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1060000,6100000,1430000,2,1,50,38.0,18,2,24.0,26.0,21,5,4,16,14,0.6427876096865395,-0.7660444431189779,1,701000,44000,12.334909912967877,50.0,36.0,1,14.173185701536545,1,1430000,1430000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2160000,2490000,6100000,0,2,58,40.0,19,2,24.0,29.0,31,3,4,16,24,-0.8660254037844385,-0.5000000000000004,1,1128000,39000,12.693120812822663,58.0,34.0,3,15.623799493077952,2,2810000,1140000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1280000,2100000,1360000,2,9,55,36.0,20,1,24.0,24.0,29,3,5,25,15,0.5000000000000003,-0.8660254037844385,2,799000,45000,12.358798024384122,56.0,41.0,1,14.122995993006082,1,1360000,1360000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,2870000,0,0,7,23,18.0,17,1,23.0,23.0,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
410000,930000,2970000,3,0,43,29.0,17,1,22.0,22.0,18,2,3,9,12,0.8660254037844387,-0.4999999999999998,1,305000,45000,11.849404844423074,43.0,31.0,2,14.904072847479162,2,1690000,1280000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
1600000,0,0,1,2,63,,18,1,24.0,24.0,30,6,5,25,17,0.17364817766693028,-0.984807753012208,2,938000,36000,12.384223015005313,61.0,44.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8260000,0,5460000,0,4,65,,19,1,23.0,23.0,34,3,3,9,29,-0.9396926207859083,0.342020143325669,1,4199000,292000,14.295877592802066,61.0,32.0,2,15.512959530871255,1,2750000,2710000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30000,7050000,2350000,0,4,33,24.0,20,1,24.0,24.0,7,1,2,4,4,0.6427876096865393,0.766044443118978,3,40000,25000,10.389026137075234,33.0,30.0,2,14.669926311652166,2,1291000,1059000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
960000,580000,910000,2,2,52,37.0,18,1,25.0,25.0,21,6,5,25,13,0.766044443118978,-0.6427876096865394,1,650000,29000,12.130276325842603,51.0,38.0,1,13.721200977393528,1,910000,910000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
130000,3090000,4018000,2,4,45,32.0,19,1,24.0,24.0,19,2,2,4,14,0.6427876096865395,-0.7660444431189779,5,98000,23000,11.010415172807951,46.0,32.0,3,15.206295073237026,3,2400000,678000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1340000,3030000,2120000,2,4,60,41.0,18,1,23.0,23.0,33,3,5,25,21,-0.5000000000000001,-0.8660254037844386,1,882000,25000,12.312237337751334,61.0,40.0,2,14.566927118346197,2,1290000,830000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40000,380000,3612000,0,3,33,28.0,18,1,25.0,25.0,8,1,2,4,4,0.6427876096865393,0.766044443118978,4,43000,32000,10.53212287826962,34.0,30.0,3,15.099772470373903,3,1770000,622000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2160000,0,0,5,24,19.0,19,1,23.0,23.0,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
800000,4450000,6660000,2,9,49,31.0,19,1,24.0,24.0,23,2,3,9,16,0.3420201433256689,-0.9396926207859083,3,519000,66000,12.334177046974794,50.0,34.0,2,15.71163019266671,2,3460000,3200000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2100000,0,2230000,3,1,68,,19,1,24.0,24.0,35,2,5,25,23,-0.7660444431189779,-0.6427876096865395,2,1140000,31000,12.549665896013254,61.0,38.0,2,14.617512591866694,1,1320000,910000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
